DatGeracaoConjuntoDados;IdeMdl;IdeTipMdl;DscSitLinTms;IdeLinTms;IdeSbeOri;IdeSbeDsn;NomLinTms;NumCcuLinTms;QtdTorLinTms;NumEtnLinTms;IdeOnsSbeOrigem;NomSubestacaoOrigem;NomLongoSubestacaoOrigem;SigUFSubestacaoOrigem;IdeOnsSbeDestino;NomSubestacaoDestino;NomLongoSubestacaoDestino;SigUFSubestacaoDestino
2024-07-09;37645;4;Ativa;2194;3351;1698;LT 138 kV ITAJAI 2 /ITAJAIFAZENDA SC;1;12;6,0000000000;;ITAJAI 2;SUB ITAJAI 2;SC;SCIFA ;ITAJAIFAZENDA;SUB ITAJAIFAZENDA    SC;SC
2024-07-09;37648;4;Ativa;2195;1658;3118;LT 500 kV BIGUACU /GASPAR 2 SC;1;201;83,0000000000;SCBIG;BIGUACU;SUB BIGUACU ELETROSUL SC;SC;SCGAS22;GASPAR 2;SUB GASPAR 2 SC;SC
2024-07-09;37649;4;Ativa;2196;3118;1659;LT 500 kV GASPAR 2 /BLUMENAU SC;1;201;19,4000000000;SCGAS22;GASPAR 2;SUB GASPAR 2 SC;SC;SCBLU;BLUMENAU;SUB BLUMENAU    SC;SC
2024-07-09;37652;4;Ativa;1898;1555;3227;LT 230 kV PORTO ALEGRE 8 /PORTO ALEGRE 1 RS;1;5;4,3000000000;RSPAL8;PORTO ALEGRE 8;SUB PORTO ALEGRE 8 RS;RS;;PORTO ALEGRE 1;SE PORTO ALEGRE 1 RS;RS
2024-07-09;37655;4;Ativa;1930;3249;3227;LT 230 kV PORTO ALEGRE 12 /PORTO ALEGRE 1 RS;1;5;3,6000000000;;PORTO ALEGRE 12;SUB PORTO ALEGRE 12 RS;RS;;PORTO ALEGRE 1;SE PORTO ALEGRE 1 RS;RS
2024-07-09;37674;4;Ativa;1901;3229;1445;LT 230 kV LIVRAMENTO 3 /ALEGRETE 2 RS;1;254;122,0000000000;;LIVRAMENTO 3;SE LIVRAMENTO 3 RS;RS;RSALE2;ALEGRETE 2;SUB ALEGRETE 2 RS;RS
2024-07-09;37677;4;Ativa;1900;3233;1514;LT 230 kV OSORIO 3 /GRAVATAI 3 RS;1;139;65,9000000000;;OSORIO 3;SE OSORIO 3 RS;RS;RSGRA3;GRAVATAI 3;SUB GRAVATAI 3 RS;RS
2024-07-09;37680;4;Ativa;1902;3229;3234;LT 230 kV LIVRAMENTO 3 /CERRO CHATO RS;1;15;5,0000000000;;LIVRAMENTO 3;SE LIVRAMENTO 3 RS;RS;;CERRO CHATO;SE CERRO CHATO RS;RS
2024-07-09;37685;4;Ativa;1903;3229;1589;LT 230 kV LIVRAMENTO 3 /SANTA MARIA 3 RS;1;486;224,0000000000;;LIVRAMENTO 3;SE LIVRAMENTO 3 RS;RS;RSSMA3;SANTA MARIA 3;SUB SANTA MARIA 3    RS;RS
2024-07-09;37692;4;Ativa;1904;3229;3230;LT 230 kV LIVRAMENTO 3 /MACAMBARA 3 RS;1;387;186,0000000000;;LIVRAMENTO 3;SE LIVRAMENTO 3 RS;RS;;MACAMBARA 3;SE MACAMBARA 3 RS;RS
2024-07-09;37697;4;Ativa;1938;1545;3233;LT 230 kV OSORIO 2 /OSORIO 3 RS;1;1;4,0000000000;RSOSO2;OSORIO 2;SUB OSORIO 2    RS;RS;;OSORIO 3;SE OSORIO 3 RS;RS
2024-07-09;37704;4;Ativa;1933;1534;3230;LT 230 kV MACAMBARA /MACAMBARA 3 RS;1;6;1,0000000000;RSMBR;MACAMBARA;SUB MACAMBARA     RS;RS;;MACAMBARA 3;SE MACAMBARA 3 RS;RS
2024-07-09;37705;4;Ativa;1934;3230;1596;LT 230 kV MACAMBARA 3 /SANTO ANGELO RS;1;6;1,0000000000;;MACAMBARA 3;SE MACAMBARA 3 RS;RS;RSSTA;SANTO ANGELO;SUB SANTO ANGELO     RS;RS
2024-07-09;37714;4;Ativa;1935;3234;1528;LT 230 kV CERRO CHATO /LIVRAMENTO 2 RS;1;75;25,0000000000;;CERRO CHATO;SE CERRO CHATO RS;RS;RSLIV2;LIVRAMENTO 2;SUB LIVRAMENTO 2     RS;RS
2024-07-09;37719;4;Ativa;1931;1563;3228;LT 230 kV PASSO FUNDO /VILA MARIA RS;1;2;1,0000000000;RSPFU ;PASSO FUNDO;SUB PASSO  FUNDO     RS;RS;;VILA MARIA;SE VILA MARIA RS;RS
2024-07-09;37720;4;Ativa;1932;3228;1543;LT 230 kV VILA MARIA /NOVA PRATA 2 RS;1;2;2,0000000000;;VILA MARIA;SE VILA MARIA RS;RS;RSNPR2;NOVA PRATA 2;SUB NOVA PRATA 2     RS;RS
2024-07-09;37723;4;Ativa;1931;1563;3228;LT 230 kV PASSO FUNDO /VILA MARIA RS;2;2;2,0000000000;RSPFU ;PASSO FUNDO;SUB PASSO  FUNDO     RS;RS;;VILA MARIA;SE VILA MARIA RS;RS
2024-07-09;37724;4;Ativa;1932;3228;1543;LT 230 kV VILA MARIA /NOVA PRATA 2 RS;2;2;2,0000000000;;VILA MARIA;SE VILA MARIA RS;RS;RSNPR2;NOVA PRATA 2;SUB NOVA PRATA 2     RS;RS
2024-07-09;37729;4;Ativa;2044;3295;1688;LT 230 kV SIDEROPOLIS 2 /FORQUILHINHA SC;2;;27,6000000000;;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC;SCFHA;FORQUILHINHA;SUB FORQUILHINHA     SC;SC
2024-07-09;37732;4;Ativa;1903;3229;1589;LT 230 kV LIVRAMENTO 3 /SANTA MARIA 3 RS;2;518;224,4800000000;;LIVRAMENTO 3;SE LIVRAMENTO 3 RS;RS;RSSMA3;SANTA MARIA 3;SUB SANTA MARIA 3    RS;RS
2024-07-09;37739;4;Ativa;1969;3231;3134;LT 525 kV GUAIBA 3 /POVO NOVO RS;3;479;237,9500000000;RSGUA3;GUAIBA 3;SE GUAIBA 3 RS;RS;RSPNO;POVO NOVO;SUB POVO NOVO RS;RS
2024-07-09;37752;4;Ativa;2197;3226;3295;LT 525 kV CAPIVARI DO SUL /SIDEROPOLIS 2 RS/SC;1;;251,5000000000;RSCAP;CAPIVARI DO SUL;SE CAPIVARI DO SUL RS;RS;;SIDEROPOLIS 2;SUB SIDEROPOLIS 2;SC
2024-07-09;37758;4;Ativa;1895;1512;3226;LT 525 kV GRAVATAI /CAPIVARI DO SUL RS;1;174;79,0000000000;RSGRA;GRAVATAI;SUB GRAVATAI    RS;RS;RSCAP;CAPIVARI DO SUL;SE CAPIVARI DO SUL RS;RS
2024-07-09;37773;4;Ativa;2179;1786;3043;LT 230 kV ITA /PINHALZINHO SC;1;201;100,7000000000;SCYTA;ITA;SUB ITA     SC;SC;SCPZO;PINHALZINHO;SUB PINHALZINHO   SC;SC
2024-07-09;37776;4;Ativa;2179;1786;3043;LT 230 kV ITA /PINHALZINHO SC;2;201;100,7000000000;SCYTA;ITA;SUB ITA     SC;SC;SCPZO;PINHALZINHO;SUB PINHALZINHO   SC;SC
2024-07-09;37779;4;Ativa;2180;1786;1784;LT 230 kV ITA /XANXERE ESU SC;1;115;53,9000000000;SCYTA;ITA;SUB ITA     SC;SC;SCXAN;XANXERE ESU;SUB XANXERE (ELETROSUL)   SC;SC
2024-07-09;37782;4;Ativa;2180;1786;1784;LT 230 kV ITA /XANXERE ESU SC;2;115;53,9000000000;SCYTA;ITA;SUB ITA     SC;SC;SCXAN;XANXERE ESU;SUB XANXERE (ELETROSUL)   SC;SC
2024-07-09;37785;4;Ativa;1896;3231;3226;LT 525 kV GUAIBA 3 /CAPIVARI DO SUL RS;1;330;148,0000000000;RSGUA3;GUAIBA 3;SE GUAIBA 3 RS;RS;RSCAP;CAPIVARI DO SUL;SE CAPIVARI DO SUL RS;RS
2024-07-09;37791;4;Ativa;1897;3042;3226;LT 230 kV VIAMAO 3 /CAPIVARI DO SUL RS;1;176;74,0000000000;RSVIA3;VIAMAO 3;SUB VIAMAO 3    RS;RS;RSCAP;CAPIVARI DO SUL;SE CAPIVARI DO SUL RS;RS
2024-07-09;37814;4;Ativa;2181;3117;1778;LT 230 kV ABDON BATISTA /VIDEIRA SC;1;;67,7000000000;SCATA-5;ABDON BATISTA;SUB ABDON BATISTA SC;SC;SCVID;VIDEIRA;SUB VIDEIRA    SC;SC
2024-07-09;37817;4;Ativa;2181;3117;1778;LT 230 kV ABDON BATISTA /VIDEIRA SC;2;;67,7000000000;SCATA-5;ABDON BATISTA;SUB ABDON BATISTA SC;SC;SCVID;VIDEIRA;SUB VIDEIRA    SC;SC
2024-07-09;37820;4;Ativa;1660;1656;3117;LT 230 kV BARRA GRANDE /ABDON BATISTA SC;3;;26,0000000000;SCBGR;BARRA GRANDE;SUB BARRA GRANDE     SC;SC;SCATA-5;ABDON BATISTA;SUB ABDON BATISTA SC;SC
2024-07-09;37828;4;Ativa;2184;3158;3122;LT 230 kV MAUA III /MANAUS AM;1;;12,9000000000;AMMT;MAUA III;SUB MAUA III AM;AM;AMMN;MANAUS;SUB MANAUS AM;AM
2024-07-09;37864;4;Ativa;1851;2796;3194;LT 230 kV ORIXIMINA /JURUTI PA;1;297;128,0000000000;PAORX;ORIXIMINA;SUB ORIXIMINA PA;PA;;JURUTI;SUB JURUTI PA;PA
2024-07-09;37867;4;Ativa;1851;2796;3194;LT 230 kV ORIXIMINA /JURUTI PA;2;297;128,0000000000;PAORX;ORIXIMINA;SUB ORIXIMINA PA;PA;;JURUTI;SUB JURUTI PA;PA
2024-07-09;37885;4;Ativa;1852;3194;3206;LT 230 kV JURUTI /PARINTINS PA/AM;1;231;96,6000000000;;JURUTI;SUB JURUTI PA;PA;AMPAR;PARINTINS;SUB PARINTINS AM;AM
2024-07-09;37888;4;Ativa;1852;3194;3206;LT 230 kV JURUTI /PARINTINS PA/AM;2;231;96,6000000000;;JURUTI;SUB JURUTI PA;PA;AMPAR;PARINTINS;SUB PARINTINS AM;AM
2024-07-09;38273;4;Ativa;2223;1672;3368;LT 500 kV C.NOVOS /CAXIAS NORTE SC/RS;1;437;181,3000000000;SCCNO;C.NOVOS;SUB CAMPOS NOVOS     SC;SC;RSCXN;CAXIAS NORTE;SUB CAXIAS NORTE RS;RS
2024-07-09;38274;4;Ativa;2224;3368;1462;LT 500 kV CAXIAS NORTE /CAXIAS RS;1;437;48,0000000000;RSCXN;CAXIAS NORTE;SUB CAXIAS NORTE RS;RS;RSCAX;CAXIAS;SUB CAXIAS     RS;RS
2024-07-09;38277;4;Ativa;2224;3368;1462;LT 500 kV CAXIAS NORTE /CAXIAS RS;2;554;37,0000000000;RSCXN;CAXIAS NORTE;SUB CAXIAS NORTE RS;RS;RSCAX;CAXIAS;SUB CAXIAS     RS;RS
2024-07-09;38278;4;Ativa;2225;3368;1786;LT 500 kV CAXIAS NORTE /ITA RS/SC;1;554;241,0000000000;RSCXN;CAXIAS NORTE;SUB CAXIAS NORTE RS;RS;SCYTA;ITA;SUB ITA     SC;SC
2024-07-09;38281;4;Ativa;2226;1463;3368;LT 230 kV CAXIAS SUL 2 /CAXIAS NORTE RS;1;51;22,5700000000;RSCAX2;CAXIAS SUL 2;SUB CAXIAS DO SUL 2    RS;RS;RSCXN;CAXIAS NORTE;SUB CAXIAS NORTE RS;RS
2024-07-09;38282;4;Ativa;2227;3368;1499;LT 230 kV CAXIAS NORTE /FARROUPILHA RS;1;51;20,0000000000;RSCXN;CAXIAS NORTE;SUB CAXIAS NORTE RS;RS;RSFAR;FARROUPILHA;SUB FARROUPILHA   RS;RS
2024-07-09;38285;4;Ativa;2227;3368;1499;LT 230 kV CAXIAS NORTE /FARROUPILHA RS;2;41;23,0000000000;RSCXN;CAXIAS NORTE;SUB CAXIAS NORTE RS;RS;RSFAR;FARROUPILHA;SUB FARROUPILHA   RS;RS
2024-07-09;38286;4;Ativa;2228;3368;1464;LT 230 kV CAXIAS NORTE /CAXIAS SUL 5 RS;1;41;14,9000000000;RSCXN;CAXIAS NORTE;SUB CAXIAS NORTE RS;RS;RSCAX5;CAXIAS SUL 5;SUB CAXIAS DO SUL 5    RS;RS
2024-07-09;38335;4;Ativa;2231;715;3371;LT 345 kV ITUMBIARA /MONTE ALEGRE2 MG;1;492;47,5000000000;MGUSIM;ITUMBIARA;USI ITUMBIARA     MG;MG;MGMAM2;MONTE ALEGRE2;SUB MONTE ALEGRE DE MINAS 2 MG;MG
2024-07-09;38336;4;Ativa;2232;3371;712;LT 345 kV MONTE ALEGRE2 /P. COLOMBIA MG;1;492;154,5000000000;MGMAM2;MONTE ALEGRE2;SUB MONTE ALEGRE DE MINAS 2 MG;MG;MGUSCL;P. COLOMBIA;USI PORTO  COLOMBIA    MG;MG
2024-07-09;38339;4;Ativa;2220;3368;2925;LT 230 kV CAXIAS NORTE /CAXIAS SUL 6 RS;1;;30,0000000000;RSCXN;CAXIAS NORTE;SUB CAXIAS NORTE RS;RS;RSCAX6;CAXIAS SUL 6;SUB CAXIAS DO SUL 6 RS;RS
2024-07-09;38342;4;Ativa;2222;3368;3180;LT 230 kV CAXIAS NORTE /VINHEDOS RS;1;;24,0000000000;RSCXN;CAXIAS NORTE;SUB CAXIAS NORTE RS;RS;RSVIN;VINHEDOS;SUB VINHEDOS RS;RS
2024-07-09;38345;4;Ativa;2221;3368;1535;LT 230 kV CAXIAS NORTE /MONTE CLARO RS;1;;27,0000000000;RSCXN;CAXIAS NORTE;SUB CAXIAS NORTE RS;RS;RSMCL;MONTE CLARO;SUB MONTE CLARO   RS;RS
2024-07-09;38351;4;Ativa;1013;2161;2607;LT 440 kV ILHA SOLTEIRA /TRES IRMAOS SP;2;69;37,2000000000;SPILS;ILHA SOLTEIRA;USI ILHA SOLTEIRA    SP;SP;SPTRI;TRES IRMAOS;USI TRES IRMAOS   SP;SP
2024-07-09;38360;4;Ativa;1768;2;3172;LT 230 kV RIO BRANCO 1 /FEIJO AC;1;727;387,0000000000;ACRB;RIO BRANCO 1;SUB RIO BRANCO 1 AC;AC;ACFJ;FEIJO;SUB FEIJO AC;AC
2024-07-09;38385;4;Ativa;1769;3172;3173;LT 230 kV FEIJO /CRUZEIRO SUL AC;1;;277,0000000000;ACFJ;FEIJO;SUB FEIJO AC;AC;ACCS;CRUZEIRO SUL;SUB CRUZEIRO DO SUL AC;AC
2024-07-09;38424;4;Ativa;2234;2860;3367;LT 345 kV SANTOS DUMONT 2 /LEOPOLDINA 2 MG;1;200;95,0000000000;MGSDU;SANTOS DUMONT 2;SUB SANTOS DUMONT 2 MG;MG;MGLPD2;LEOPOLDINA 2;SUB LEOPOLDINA 2 MG;MG
2024-07-09;38427;4;Ativa;2233;3367;3334;LT 345 kV LEOPOLDINA 2 /LAGOS MG/RJ;1;;143,0000000000;MGLPD2;LEOPOLDINA 2;SUB LEOPOLDINA 2 MG;MG;;LAGOS;SUB LAGOS;RJ
2024-07-09;38431;4;Ativa;2;16;21;LT 230 kV MESSIAS /RIO LARGO II AL;4;40;15,0000000000;ALMSI;MESSIAS;SUB MESSIAS AL;AL;ALRLD;RIO LARGO II;SUB RIO LARGO II AL;AL
2024-07-09;38448;4;Ativa;2235;3140;3373;LT 230 kV CLAUDIA /CACHIMBO MT/PA;1;;278,0000000000;MTCLD;CLAUDIA;SUB CLAUDIA MT;MT;PACHM;CACHIMBO;SUB CACHIMBO PA;PA
2024-07-09;38451;4;Ativa;2236;3373;3374;LT 230 kV CACHIMBO /N.PROGRESSO PA;1;;227,0000000000;PACHM;CACHIMBO;SUB CACHIMBO PA;PA;PANPS;N.PROGRESSO;SUB NOVO PROGRESSO PA;PA
2024-07-09;38497;4;Ativa;2238;92;3375;LT 230 kV RIO DAS EGUAS /RIO FORMOSO II BA;1;201;101,1000000000;BARDE;RIO DAS EGUAS;SUB RIO DAS EGUAS    BA;BA;BARFM;RIO FORMOSO II;SUB RIO FORMOSO II BA;BA
2024-07-09;38500;4;Ativa;2238;92;3375;LT 230 kV RIO DAS EGUAS /RIO FORMOSO II BA;2;201;101,1000000000;BARDE;RIO DAS EGUAS;SUB RIO DAS EGUAS    BA;BA;BARFM;RIO FORMOSO II;SUB RIO FORMOSO II BA;BA
2024-07-09;38528;4;Ativa;2239;45;83;LT 230 kV CIC. DANTAS /OLINDINA BA;1;1;,0300000000;BACCD;CIC. DANTAS;SUB CICERO DANTAS    BA;BA;BAOLD;OLINDINA;SUB OLINDINA    BA;BA
2024-07-09;38529;4;Ativa;2240;83;55;LT 230 kV OLINDINA /CATU BA;1;2;,3800000000;BAOLD;OLINDINA;SUB OLINDINA    BA;BA;BACTU;CATU;SUB CATU     BA;BA
2024-07-09;38548;4;Ativa;2229;597;3369;LT 345 kV NOVA PONTE /UBERLANDIA 10 MG;1;99;52,0000000000;MGNPON;NOVA PONTE;USI NOVA PONTE    MG;MG;MGUB10;UBERLANDIA 10;SUB UBERLANDIA 10 MG;MG
2024-07-09;38551;4;Ativa;2230;597;3370;LT 345 kV NOVA PONTE /ARAXA 3 MG;1;197;105,0000000000;MGNPON;NOVA PONTE;USI NOVA PONTE    MG;MG;MGAXAT;ARAXA 3;SUB ARAXA 3 MG;MG
2024-07-09;38572;4;Ativa;2247;153;3376;LT 230 kV MILAGRES /CRATO II CE;1;73;31,0000000000;CEMLG;MILAGRES;SUB MILAGRES    CE;CE;CECRA2;CRATO II;SUB CRATO II CE;CE
2024-07-09;38573;4;Ativa;2248;3376;163;LT 230 kV CRATO II /TAUA II CE;1;73;31,0000000000;CECRA2;CRATO II;SUB CRATO II CE;CE;CETAA;TAUA II;SUB TAUA II    CE;CE
2024-07-09;38611;4;Ativa;1639;2923;100;LT 500 kV CAMACARI IV /SAPEACU BA;1;198;102,3400000000;BACMQ;CAMACARI IV;SUB CAMACARI IV  BA;BA;BASPU;SAPEACU;SUB SAPEACU    BA;BA
2024-07-09;38614;4;Ativa;1655;2923;3116;LT 230 kV CAMACARI IV /PIRAJA BA;1;;40,0000000000;BACMQ;CAMACARI IV;SUB CAMACARI IV  BA;BA;BAPRJ-2;PIRAJA;SUB PIRAJA BA;BA
2024-07-09;38617;4;Ativa;1655;2923;3116;LT 230 kV CAMACARI IV /PIRAJA BA;2;;40,0000000000;BACMQ;CAMACARI IV;SUB CAMACARI IV  BA;BA;BAPRJ-2;PIRAJA;SUB PIRAJA BA;BA
2024-07-09;38820;4;Ativa;2256;2798;3382;LT 230 kV LECHUGA /TARUMA AM;1;;12,5000000000;AMCRR;LECHUGA;SUB LECHUGA (MANAUS) AM;AM;AMTRM;TARUMA;SUB TARUMA AM;AM
2024-07-09;38926;4;Ativa;2258;3300;3112;LT 230 kV CAETES II /GARANHUNS II PE;1;;45,0000000000;;CAETES II;SUB CAETES II PE;PE;PEGRD;GARANHUNS II;SUB GARANHUNS  PE;PE
2024-07-09;38931;4;Ativa;2266;3397;2917;LT 500 kV SILVANIA /TRINDADE GO;1;318;152,9000000000;GOSILN;SILVANIA;SUB SILVANIA GO;GO;GOTRI;TRINDADE;SUB TRINDADE GO;GO
2024-07-09;38948;4;Ativa;4266;188;3397;LT 500 kV SAMAMBAIA /SILVANIA DF/GO;2;209;93,0000000000;DFSTSB;SAMAMBAIA;SUB SAMAMBAIA     DF;DF;GOSILN;SILVANIA;SUB SILVANIA GO;GO
2024-07-09;38949;4;Ativa;4267;3397;427;LT 500 kV SILVANIA /EMBORCACAO GO/MG;1;495;224,0000000000;GOSILN;SILVANIA;SUB SILVANIA GO;GO;MGEMBO;EMBORCACAO;USI EMBORCACAO    MG;MG
2024-07-09;38952;4;Ativa;4266;188;3397;LT 500 kV SAMAMBAIA /SILVANIA DF/GO;1;195;85,0000000000;DFSTSB;SAMAMBAIA;SUB SAMAMBAIA     DF;DF;GOSILN;SILVANIA;SUB SILVANIA GO;GO
2024-07-09;38953;4;Ativa;4268;3397;715;LT 500 kV SILVANIA /ITUMBIARA GO/MG;1;501;227,1400000000;GOSILN;SILVANIA;SUB SILVANIA GO;GO;MGUSIM;ITUMBIARA;USI ITUMBIARA     MG;MG
2024-07-09;39011;4;Ativa;4273;3107;3277;LT 500 kV MORRO CHAPEU II /POCOES III BA;1;678;335,7000000000;BAMPD;MORRO CHAPEU II;SUB MORRO DO CHAPEU II BA;BA;BAPOT;POCOES III;SUB POCOES III BA;BA
2024-07-09;39031;4;Ativa;4274;4405;3286;LT 500 kV MEDEIROS NETO II /JOAO NEIVA 2 BA/ES;1;;283,0000000000;;MEDEIROS NETO II;SUB MEDEIROS NETO II BA;BA;ESSJND;JOAO NEIVA 2;SUB JOAO NEIVA 2 ES;ES
2024-07-09;39042;4;Ativa;4275;3277;4405;LT 500 kV POCOES III /MEDEIROS NETO II BA;1;;329,0000000000;BAPOT;POCOES III;SUB POCOES III BA;BA;;MEDEIROS NETO II;SUB MEDEIROS NETO II BA;BA
2024-07-09;39056;4;Ativa;4276;4405;2819;LT 230 kV MEDEIROS NETO II /TEIX. FREITAS II BA;1;124;56,6000000000;;MEDEIROS NETO II;SUB MEDEIROS NETO II BA;BA;BATXF;TEIX. FREITAS II;SUB TEIXEIRA DE FREITAS II BA;BA
2024-07-09;39059;4;Ativa;4276;4405;2819;LT 230 kV MEDEIROS NETO II /TEIX. FREITAS II BA;2;124;56,6000000000;;MEDEIROS NETO II;SUB MEDEIROS NETO II BA;BA;BATXF;TEIX. FREITAS II;SUB TEIXEIRA DE FREITAS II BA;BA
2024-07-09;39075;4;Ativa;4277;1474;4398;LT 230 kV CANOAS 2 /CACHOEIRINHA 3 RS;1;1;5,7800000000;RSCNA2;CANOAS 2;SUB CANOAS 2 CEEE    RS;RS;RSCAC3;CACHOEIRINHA 3;SUB CACHOEIRINHA 3 RS;RS
2024-07-09;39076;4;Ativa;4278;4398;1513;LT 230 kV CACHOEIRINHA 3 /GRAVATAI 2 RS;1;2;5,0700000000;RSCAC3;CACHOEIRINHA 3;SUB CACHOEIRINHA 3 RS;RS;RSGRA2;GRAVATAI 2;SUB GRAVATAI 2 RS;RS
2024-07-09;39081;4;Ativa;4279;1471;4398;LT 230 kV C.INDUSTRIAL /CACHOEIRINHA 3 RS;1;1;7,7200000000;RSCIN;C.INDUSTRIAL;SUB CIDADE  INDUSTRIAL    RS;RS;RSCAC3;CACHOEIRINHA 3;SUB CACHOEIRINHA 3 RS;RS
2024-07-09;39082;4;Ativa;4278;4398;1513;LT 230 kV CACHOEIRINHA 3 /GRAVATAI 2 RS;2;1;5,0700000000;RSCAC3;CACHOEIRINHA 3;SUB CACHOEIRINHA 3 RS;RS;RSGRA2;GRAVATAI 2;SUB GRAVATAI 2 RS;RS
2024-07-09;39097;4;Ativa;4280;2836;4398;LT 138 kV CANOAS 3 /CACHOEIRINHA 3 RS;1;6;2,0700000000;RSCNA3;CANOAS 3;SUB CANOAS 3 CEEE    RS;RS;RSCAC3;CACHOEIRINHA 3;SUB CACHOEIRINHA 3 RS;RS
2024-07-09;39098;4;Ativa;4281;4398;1458;LT 138 kV CACHOEIRINHA 3 /CACHOEIRINHA 1 RS;1;6;6,8800000000;RSCAC3;CACHOEIRINHA 3;SUB CACHOEIRINHA 3 RS;RS;RSCAC1;CACHOEIRINHA 1;SUB CACHOEIRINHA 1 RS;RS
2024-07-09;39107;4;Ativa;4282;1598;4398;LT 138 kV TAQUARA /CACHOEIRINHA 3 RS;1;16;44,6500000000;RSTAQ;TAQUARA;SUB TAQUARA    RS;RS;RSCAC3;CACHOEIRINHA 3;SUB CACHOEIRINHA 3 RS;RS
2024-07-09;39108;4;Ativa;4281;4398;1458;LT 138 kV CACHOEIRINHA 3 /CACHOEIRINHA 1 RS;2;16;2,1900000000;RSCAC3;CACHOEIRINHA 3;SUB CACHOEIRINHA 3 RS;RS;RSCAC1;CACHOEIRINHA 1;SUB CACHOEIRINHA 1 RS;RS
2024-07-09;39111;4;Ativa;4283;2536;2539;LT 345 kV IBIUNA /SUL SP;1;241;80,6000000000;SPSTIN;IBIUNA;SUB IBIUNA     SP;SP;SPSUL;SUL;SUB SUL     SP;SP
2024-07-09;39112;4;Ativa;4284;2539;2538;LT 345 kV SUL /TIJUCO PRETO SP;1;241;34,4000000000;SPSUL;SUL;SUB SUL     SP;SP;SPSTTP;TIJUCO PRETO;SUB TIJUCO PRETO     SP;SP
2024-07-09;39138;4;Ativa;4285;759;4397;LT 230 kV DOURADOS /IGUATEMI 2 MS;1;565;129,6000000000;MSDOU;DOURADOS;SUB DOURADOS    MS;MS;MSIG2;IGUATEMI 2;SUB IGUATEMI 2 MS;MS
2024-07-09;39139;4;Ativa;4286;4397;1068;LT 230 kV IGUATEMI 2 /GUAIRA MS/PR;1;565;103,1000000000;MSIG2;IGUATEMI 2;SUB IGUATEMI 2 MS;MS;PRGUA;GUAIRA;SUB GUAIRA     PR;PR
2024-07-09;39156;4;Ativa;4288;1471;4406;LT 230 kV C.INDUSTRIAL /CHARQUEADAS 3 RS;1;122;51,4000000000;RSCIN;C.INDUSTRIAL;SUB CIDADE  INDUSTRIAL    RS;RS;RSCHR3;CHARQUEADAS 3;SUB CHARQUEADAS 3 RS;RS
2024-07-09;39157;4;Ativa;4289;4406;1468;LT 230 kV CHARQUEADAS 3 /CHARQUEADAS RS;1;122;5,5000000000;RSCHR3;CHARQUEADAS 3;SUB CHARQUEADAS 3 RS;RS;RSCHA;CHARQUEADAS;SUB CHARQUEADAS   RS;RS
2024-07-09;39160;4;Ativa;4287;3231;4406;LT 230 kV GUAIBA 3 /CHARQUEADAS 3 RS;1;;13,5000000000;RSGUA3;GUAIBA 3;SE GUAIBA 3 RS;RS;RSCHR3;CHARQUEADAS 3;SUB CHARQUEADAS 3 RS;RS
2024-07-09;39163;4;Ativa;4289;4406;1468;LT 230 kV CHARQUEADAS 3 /CHARQUEADAS RS;2;66;5,5000000000;RSCHR3;CHARQUEADAS 3;SUB CHARQUEADAS 3 RS;RS;RSCHA;CHARQUEADAS;SUB CHARQUEADAS   RS;RS
2024-07-09;39164;4;Ativa;4290;4406;1585;LT 230 kV CHARQUEADAS 3 /SANTA CRUZ 1 RS;1;66;33,5000000000;RSCHR3;CHARQUEADAS 3;SUB CHARQUEADAS 3 RS;RS;RSSCR1;SANTA CRUZ 1;SUB SANTA CRUZ 1 RS;RS
2024-07-09;39167;4;Ativa;4292;3227;1556;LT 230 kV PORTO ALEGRE 1 /PORTO ALEGRE 9 RS;1;;8,5000000000;;PORTO ALEGRE 1;SE PORTO ALEGRE 1 RS;RS;RSPAL9;PORTO ALEGRE 9;SUB PORTO ALEGRE 9 RS;RS
2024-07-09;39170;4;Ativa;4291;3226;3233;LT 230 kV CAPIVARI DO SUL /OSORIO 3 RS;1;;35,0000000000;RSCAP;CAPIVARI DO SUL;SE CAPIVARI DO SUL RS;RS;;OSORIO 3;SE OSORIO 3 RS;RS
2024-07-09;39173;4;Ativa;4293;3231;1570;LT 230 kV GUAIBA 3 /P.PETROQUIMIC RS;1;;33,6000000000;RSGUA3;GUAIBA 3;SE GUAIBA 3 RS;RS;RSPPE;P.PETROQUIMIC;SUB POLO PETROQUIMICO   RS;RS
2024-07-09;39179;4;Ativa;4294;145;4407;LT 230 kV FORTALEZA II /DIAS MACEDO II CE;1;;6,5000000000;CEFZD;FORTALEZA II;SUB FORTALEZA II     CE;CE;;DIAS MACEDO II;SUB DIAS MACEDO II CE;CE
2024-07-09;39182;4;Ativa;4294;145;4407;LT 230 kV FORTALEZA II /DIAS MACEDO II CE;2;;6,5000000000;CEFZD;FORTALEZA II;SUB FORTALEZA II     CE;CE;;DIAS MACEDO II;SUB DIAS MACEDO II CE;CE
2024-07-09;39238;4;Ativa;4295;4409;4408;LT 230 kV BALBINA /PR.FIGUEIREDO NOVA AM;1;;60,7000000000;;BALBINA;SE BALBINA AM;AM;;PR.FIGUEIREDO NOVA;SUB PRESIDENTE FIGUEIREDO NOVA AM;AM
